Number,Word,Pronunciation,Definition,Sentence
2135,transversal,TRANZ vur sul,Extending across something (adjective),The transversal line intersected the parallel lines.
2136,travesty,TRA ves tee,A false or absurd representation (noun),The play was a travesty of the original story.
2137,trephine,TREH feen,A surgical instrument used to remove tissue (noun),The surgeon used a trephine to remove the tissue.
2138,triceps,TRI seps,A muscle in the upper arm (noun),He flexed his triceps during the workout.
2139,trifocal,TRI foh kul,Having three focal points (adjective),She wore trifocal glasses to see clearly.
2140,trifoliate,TRI foh lee ayt,Having three leaves (adjective),The trifoliate plant had three distinct leaves.
2141,Tristram,TRIS trum,A character in literature (noun),Tristram was a brave knight in the story.
2142,trisyllable,TRI sil uh bul,A word with three syllables (noun),The word 'beautiful' is a trisyllable.
2143,trochaic,troh KAY ik,Relating to a metrical foot consisting of one stressed syllable followed by one unstressed syllable (adjective),The poem had a trochaic meter.
2144,troche,TROH kee,A medicinal lozenge (noun),He took a troche to soothe his throat.
2145,truncheon,TRUN chun,"A short, thick stick used as a weapon (noun)",The officer carried a truncheon for protection.
2146,trundle,TRUN dul,To move slowly or heavily (verb),The old cart trundled down the road.
2147,tuber,TOO bur,A swollen underground stem or root (noun),The tuber was harvested from the garden.
2148,tularemia,TOO luh REE mee uh,A bacterial disease (noun),Tularemia is a serious bacterial infection.
2149,Tunisia,too NEE zhuh,A country in North Africa (noun),Tunisia is known for its beautiful landscapes.
2150,turgescent,tur JES unt,Swollen or distended (adjective),The turgescent plant looked healthy and vibrant.
2151,turtledove,TUR-tle-dove,A small dove with a soft cooing call (noun),The TUR-tle-dove cooed softly from the tree branch.
2152,two-step,TWO-step,A dance with two steps (noun),They danced the TWO-step at the country fair.
2153,tycoon,ty-COON,A wealthy and powerful businessperson (noun),The ty-COON donated millions to charity.
2154,ukase,YOU-case,An authoritative order or decree (noun),The king issued a YOU-case to the people.
2155,ukelele,YOU-ka-lay-lee,A small guitar-like instrument (noun),She played a song on her YOU-ka-lay-lee.
2156,Ulysses,YOU-liss-eez,A Greek hero in the Trojan War (noun),YOU-liss-eez is a hero in Greek mythology.
2157,umber,UM-ber,A dark yellowish-brown color (noun),The artist painted the sunset in UM-ber tones.
2158,unblushing,un-BLUSH-ing,Not showing embarrassment or shame (adjective),She remained un-BLUSH-ing despite the embarrassing situation.
2159,unchivalrous,un-SHIV-al-rous,Not courteous or gallant (adjective),His un-SHIV-al-rous behavior was disappointing.
2160,unconscious,un-CON-shus,Not awake and aware of and responding to one's environment (adjective),He was un-CON-shus after the accident.
2161,underprivileged,un-der-PRIV-i-legd,Lacking basic necessities (adjective),The un-der-PRIV-i-legd community received support.
2162,underwrite,un-der-RITE,To agree to finance or support (verb),The bank agreed to un-der-RITE the new project.
2163,ungainly,un-GAIN-lee,Awkward and clumsy (adjective),His un-GAIN-lee movements made everyone laugh.
2164,unionize,YOU-nee-un-ize,To organize into a labor union (verb),They decided to YOU-nee-un-ize for better working conditions.
2165,unique,you-NEEK,Being the only one of its kind (adjective),Her you-NEEK style made her stand out.
2166,unkempt,un-KEMPT,Having an untidy or disheveled appearance (adjective),His un-KEMPT hair needed a good brushing.
2167,unprecedented,un-pre-SEE-den-ted,Never done or known before (adjective),The un-pre-SEE-den-ted event shocked everyone.
2168,unrelenting,un-re-LENT-ing,Not yielding in strength or determination (adjective),Her un-re-LENT-ing determination led to success.
2169,unscientific,un-sci-en-TIF-ic,Not based on or conforming to scientific principles (adjective),The un-sci-en-TIF-ic claim was debunked.
2170,unscramble,un-SCRAM-ble,To make clear or understandable (verb),He tried to un-SCRAM-ble the confusing message.
2171,untrammeled,un-TRAM-meld,Not restricted or hampered (adjective),She felt un-TRAM-meld and free in the open field.
2172,upsilon,UP-si-lon,The 20th letter of the Greek alphabet (noun),The Greek letter UP-si-lon is used in math.
2173,urbanity,ur-BAN-i-tee,Refinement and elegance (noun),The city's ur-BAN-i-tee was evident in its architecture.
2174,utmost,UT-most,The greatest or highest degree (adjective),She gave her UT-most effort in the competition.
2175,utopia,you-TOE-pee-a,An imagined place of perfection (noun),The novel described a you-TOE-pee-a where everyone was happy.
2176,valence,VAY-lens,The combining capacity of an element (noun),The element's VAY-lens determines its bonding.
2177,valentine,VAL-en-teen,A card sent or given on Valentine's Day (noun),He sent a VAL-en-teen to his secret crush.
2178,valued,VAL-yood,Considered to be important or beneficial (adjective),Her VAL-yood advice helped me a lot.
2179,valuing,VAL-yoo-ing,The act of determining the value of something (verb),They are VAL-yoo-ing the property for sale.
2180,vapidity,va-PID-i-tee,Lack of liveliness or interest (noun),The movie's va-PID-i-tee made it boring.
2181,variegate,VAR-ee-uh-gate,To diversify in external appearance (verb),Gardeners often VAR-ee-uh-gate their plants.
2182,variegated,VAR-ee-uh-gay-ted,Exhibiting different colors (adjective),The VAR-ee-uh-gay-ted leaves were beautiful.
2183,Vatican,VAT-i-kan,The residence of the Pope (noun),The Pope resides in the VAT-i-kan.
2184,venerable,VEN-er-a-ble,Accorded a great deal of respect (adjective),The VEN-er-a-ble professor retired after 50 years.
2185,venous,VEE-nus,Relating to veins (adjective),The VEE-nus blood vessel was examined.
2186,ventilate,VEN-ti-late,To cause air to enter and circulate (verb),They installed a new system to VEN-ti-late the building.
2187,veracity,ver-ASS-i-tee,Conformity to facts; accuracy (noun),The lawyer's ver-ASS-i-tee was never in question.
2188,verifiable,ver-I-fi-a-ble,Able to be checked or demonstrated to be true (adjective),The data was ver-I-fi-a-ble and accurate.
2189,Vermont,VER-mont,A state in the northeastern US (noun),VER-mont is known for its beautiful landscapes.
2190,vertebrae,VER-te-bray,The bones forming the spine (noun),The human VER-te-bray protect the spinal cord.
2191,vertebrate,VER-te-brate,An animal with a backbone (noun),A fish is a type of VER-te-brate.
2192,vestigial,ves-TIJ-ee-al,Forming a very small remnant of something that was once much larger (adjective),The ves-TIJ-ee-al structure had no function.
2193,vexedly,VEX-ed-lee,In an annoyed or irritated manner (adverb),She replied VEX-ed-lee to the annoying question.
2194,viability,vi-a-BIL-i-tee,Capability of working successfully (noun),The project's vi-a-BIL-i-tee was assessed.
2195,vicar-general,VI-car-GEN-er-al,A representative of a bishop (noun),The VI-car-GEN-er-al assisted the bishop.
2196,vicarious,vi-CAR-ee-us,Experienced through the feelings or actions of another (adjective),She felt vi-CAR-ee-us excitement watching the game.
2197,vilification,vil-i-fi-KAY-shun,Abusive or defamatory speech or writing (noun),The article was filled with vil-i-fi-KAY-shun.
2198,virago,vi-RA-go,"A domineering, violent, or bad-tempered woman (noun)",The vi-RA-go shouted at the top of her lungs.
2199,visualization,viz-u-al-i-ZAY-shun,The formation of a mental image (noun),The viz-u-al-i-ZAY-shun helped him understand the concept.
2200,vitriolic,vi-TREE-ol-ic,Filled with bitter criticism or malice (adjective),Her vi-TREE-ol-ic comments hurt his feelings.
2201,vituperate,vi-TU-per-ate,To criticize harshly; verb,The critic did not hesitate to vituperate the new movie.
2202,vogue,vogue,The prevailing fashion or style; noun,The new fashion line quickly became the vogue among teenagers.
2203,Voltaire,Vol-TAIRE,French Enlightenment writer and philosopher; noun,Voltaire's writings continue to influence modern thought.
2204,voracity,vo-RA-ci-ty,Excessive eagerness or enthusiasm; noun,Her voracity for learning new languages was impressive.
2205,vortex,VOR-tex,A whirling mass of fluid or air; noun,The boat was caught in a powerful vortex.
2206,vulcanization,vul-ca-ni-ZA-tion,The process of treating rubber to make it more durable; noun,Vulcanization has revolutionized the rubber industry.
2207,vulcanize,VUL-ca-nize,To treat rubber with heat and chemicals; verb,The factory uses advanced techniques to vulcanize rubber.
2208,wadded,WAD-ded,Packed tightly into a small mass; verb,She wadded the paper into a ball and threw it away.
2209,wadi,WA-di,A dry riverbed that fills with water during rain; noun,The hikers followed the wadi to find water.
2210,Waikiki,Wai-ki-KI,"A famous beach in Honolulu, Hawaii; noun",Waikiki is known for its beautiful beaches and vibrant nightlife.
2211,wandering,WAN-der-ing,Moving from place to place without a fixed plan; adjective,The wandering minstrel entertained the crowd with his songs.
